dwm,0,PARENT_SEARCH,IDLE,0
dwm,1,PARENT_SEARCH,IDLE,1
dwm,2,PARENT_SEARCH,POKE_MM,1
dwm,3,PARENT_SEARCH,POKE_MM,2
dwm,4,PARENT_SEARCH,TX_MM,1
dwm,9,PARENT_SEARCH,END_MM,1
dwm,10,PARENT_SEARCH,IDLE,1
dwm,11,PARENT_SEARCH,POKE_MM,1
dwm,12,PARENT_SEARCH,POKE_MM,2
dwm,13,PARENT_SEARCH,TX_MM,1
dwm,14,PARENT_SEARCH,TX_MM,1
dwm,19,PARENT_SEARCH,END_MM,1
dwm,20,PARENT_SEARCH,IDLE,0
dwm,21,PARENT_SEARCH,IDLE,0
dwm,22,PARENT_SEARCH,IDLE,0
dwm,23,PARENT_SEARCH,IDLE,0
dwm,28,PARENT_SEARCH,IDLE,0
dwm,29,PARENT_SEARCH,IDLE,0
dwm,30,PARENT_SEARCH,IDLE,0
dwm,31,PARENT_SEARCH,IDLE,0
dwm,32,PARENT_SEARCH,IDLE,0
dwm,37,PARENT_SEARCH,IDLE,0
dwm,38,PARENT_SEARCH,IDLE,0
dwm,39,PARENT_SEARCH,IDLE,0
dwm,40,PARENT_SEARCH,IDLE,0
dwm,41,PARENT_SEARCH,IDLE,0
dwm,42,PARENT_SEARCH,IDLE,1
dwm,43,PARENT_SEARCH,IDLE,1
dwm,44,PARENT_SEARCH,RX_MM,0
dwm,45,PARENT_SEARCH,RX_MM,0
dwm,46,PARENT_SEARCH,RX_MM,0
dwm,51,PARENT_SEARCH,RX_MM,0
dwm,52,PARENT_SEARCH,RX_MM,0
dwm,57,PARENT_SEARCH,RX_MM,1
dwm,58,PARENT_SEARCH,RX_MM,0
dwm,59,PARENT_SEARCH,IDLE,1
dwm,60,PARENT_SEARCH,POKE_MM,1
dwm,61,PARENT_SEARCH,POKE_MM,2
dwm,62,PARENT_SEARCH,TX_MM,1
dwm,67,PARENT_SEARCH,TX_MM,1
